,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
15,Donetsk People's Republic,99,two related,Eastern Europe,Ukraine,"Assailants opened fire on military forces near Debaltseve, Donetsk, Ukraine. This was one of two related attacks in the area on this date. At least 25 assailants and five soldiers were killed and 16 soldiers were injured across the ensuing clashes. The Donetsk People's Republic claimed responsibility for the incidents.",12/18/16,15,8,-9,Ukraine,Eastern Europe
5,Muslim extremists,28,six police,South Asia,Afghanistan,"Two suicide bombers attacked a police checkpoint in Grozny, Chechenya, Russia. The two bombers were killed and six police officers were injured in the attack. Muslim extremists claimed responsibility for the incident.",5/9/16,2,6,0,Russia,Eastern Europe
11,Islamic State of Iraq and the Levant (ISIL),18,traffic police,Middle East & North Africa,Iraq,"Assailants equipped with firearms and axes attacked a traffic police post in Balashika, Moscow, Russia. Two assailants and one officer were killed and one officer was injured in the assault. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was carried out in response to Russian air strikes in Iraq and Syria.",8/17/16,3,1,0,Russia,Eastern Europe
13,Islamic State of Iraq and the Levant (ISIL),10,later defused,Middle East & North Africa,Iraq,"Assailants armed with grenades and firearms attacked police personnel after being stopped in Nizhny Novgorod, Russia. At least two assailants were killed in the ensuing clash, and an explosive device was later defused inside the assailants' vehicle. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",10/23/16,2,0,0,Russia,Eastern Europe
3,Donetsk People's Republic,5,vehicle near,Eastern Europe,Ukraine,"Assailants attacked an Organization for Security and Cooperation in Europe (OSCE) vehicle near Snizhne, Donetsk, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the incident to the Donetsk People's Republic.",4/7/16,0,0,1,Ukraine,Eastern Europe
7,Muslim extremists,5,group claimed,South Asia,Afghanistan,"Assailants abducted Valeriy Liudmyrsky in Kiev, Ukraine. Liudmyrsky, the Ukrainian Railways power supply department head, was rescued on March 26, 2017. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",7/18/16,0,0,1,Ukraine,Eastern Europe
6,Anti-Immigrant extremists,3,least one,North America,United States,"An explosive device detonated shortly after being removed from a bus in Wroclaw, Poland. At least one person was injured in the blast. An anti-immigrant extremist, identified as Pawel R., claimed responsibility for the attack.",5/19/16,0,1,0,Poland,Eastern Europe
4,Luhansk People's Republic,0,group claimed,Eastern Europe,Ukraine,"Armed assailants forced an Organization for Security and Cooperation in Europe (OSCE) observation team to leave a check point in Luhansk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the incident to the Luhansk People's Republic.",4/7/16,0,0,0,Ukraine,Eastern Europe
12,Muslim extremists,0,police forces,South Asia,Afghanistan,"An assailant attempted to abduct three civilians in Vlore, Albania. Police forces arrested the assailant before he could successfully carry out the attack. No group claimed responsibility for the incident; however sources identified the assailant as Dijar Xhema and noted that Xhema yelled, ""I am the emissary of Allah"" during the attack.",8/17/16,0,0,0,Albania,Eastern Europe
0,Donetsk People's Republic,0,group claimed,Eastern Europe,Ukraine,"Assailants stopped an Organization for Security and Cooperation in Europe (OSCE) vehicle and held the occupants at gunpoint in Horlivka, Donetsk oblast, Ukraine. There were no reported casualties and the victims were released 30 minutes later. No group claimed responsibility for the incident; however, sources attributed the incident to the Donetsk People's Republic.",1/7/16,0,0,0,Ukraine,Eastern Europe
1,Donetsk People's Republic,,religious studies,Eastern Europe,Ukraine,"Assailants abducted a religious studies expert, Ihor Kozlovskyy, in Donetsk city, Donetsk oblast, Ukraine. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the abduction to the Donetsk People's Republic.",1/28/16,,,1,Ukraine,Eastern Europe
